Order Date,Customer ID,Region,Product,Revenue,Units Sold
2025-01-07,C357,EMEA,Product A,2741.77,2
2025-01-08,C98,Americas,Product B,1290.51,8
2025-01-08,C83,APAC,Product C,1496.61,12
2025-01-08,C200,EMEA,Product B,1480.24,9
2025-01-08,C302,APAC,Product B,3575.78,4
2025-01-08,C384,EMEA,Product A,1762.16,5
2025-01-08,C223,APAC,Product A,4105.49,12
2025-01-08,C226,Americas,Product A,3060.92,14
2025-01-08,C326,APAC,Product B,3028.64,3
2025-01-08,C344,Americas,Product C,698.24,2
2025-01-08,C338,APAC,Product A,1421.87,1
2025-01-08,C334,APAC,Product C,4420.95,10
2025-01-09,C6,APAC,Product A,2755.91,12
2025-01-09,C93,EMEA,Product A,630.59,6
2025-01-09,C320,APAC,Product A,767.82,3
2025-01-09,C323,Americas,Product C,1206.22,1
2025-01-09,C69,Americas,Product B,2855.62,6
2025-01-09,C64,EMEA,Product B,3391.39,14
2025-01-09,C181,APAC,Product A,3982.39,8
2025-01-09,C52,EMEA,Product B,1453.88,3
2025-01-09,C352,Americas,Product B,1033.01,6
2025-01-09,C353,Americas,Product C,2461.49,9
2025-01-09,C369,Americas,Product C,3394.7,1
2025-01-09,C37,Americas,Product B,2588.55,8
2025-01-09,C397,Americas,Product A,1300.36,14
2025-01-09,C304,APAC,Product B,2490.51,9
2025-01-09,C339,APAC,Product C,3537.02,14
2025-01-09,C84,EMEA,Product A,4170.59,12
2025-01-09,C140,APAC,Product C,1094.52,2
2025-01-09,C276,EMEA,Product C,2740.31,5
2025-01-09,C258,EMEA,Product C,1488.47,6
2025-01-09,C248,Americas,Product C,1857.24,8
2025-01-10,C230,EMEA,Product C,2633.33,4
2025-01-10,C60,Americas,Product C,3035.76,12
2025-01-10,C132,Americas,Product C,4367.38,8
2025-01-10,C344,Americas,Product C,1253.89,6
2025-01-10,C340,APAC,Product A,4378.49,4
2025-01-10,C167,EMEA,Product B,1016.13,6
2025-01-10,C19,EMEA,Product B,742.67,7
2025-01-10,C34,EMEA,Product A,856.0,11
2025-01-10,C33,Americas,Product B,3394.96,1
2025-01-10,C30,EMEA,Product C,3704.63,14
2025-01-10,C24,APAC,Product C,4224.74,1
2025-01-10,C399,Americas,Product C,2680.76,2
2025-01-10,C277,EMEA,Product C,1122.89,3
2025-01-10,C318,Americas,Product C,3027.52,9
2025-01-10,C221,EMEA,Product A,2612.09,1
2025-01-10,C316,Americas,Product A,869.24,10
2025-01-10,C122,APAC,Product A,2271.13,6
2025-01-10,C181,APAC,Product A,3828.17,12
2025-01-10,C99,APAC,Product A,3947.59,11
2025-01-11,C178,EMEA,Product A,2160.17,6
2025-01-11,C381,EMEA,Product C,1647.54,4
2025-01-11,C379,Americas,Product C,2016.28,7
2025-01-11,C220,APAC,Product C,3778.13,5
2025-01-11,C115,Americas,Product B,3621.86,4
2025-01-11,C31,EMEA,Product A,1798.33,12
2025-01-11,C10,Americas,Product A,4375.08,4
2025-01-11,C298,APAC,Product C,2431.05,2
2025-01-11,C291,Americas,Product B,2139.38,10
2025-01-11,C386,APAC,Product B,2073.84,7
2025-01-11,C228,APAC,Product A,2837.78,8
2025-01-11,C189,EMEA,Product A,3513.82,9
2025-01-11,C25,EMEA,Product B,2495.55,1
2025-01-11,C315,Americas,Product A,3232.59,7
2025-01-11,C230,EMEA,Product C,1463.51,1
2025-01-11,C69,APAC,Product B,3060.35,4
2025-01-11,C91,Americas,Product A,1638.99,4
2025-01-11,C86,Americas,Product B,922.57,2
2025-01-11,C388,Americas,Product C,2471.57,9
2025-01-11,C13,EMEA,Product B,1198.67,6
2025-01-12,C118,Americas,Product B,3164.22,7
2025-01-12,C23,EMEA,Product C,2147.96,3
2025-01-12,C398,APAC,Product C,4263.22,2
2025-01-12,C300,APAC,Product C,4021.54,2
2025-01-12,C33,Americas,Product B,973.67,11
2025-01-12,C359,Americas,Product C,4488.65,8
2025-01-12,C216,APAC,Product B,3177.63,6
2025-01-12,C43,Americas,Product C,2189.82,3
2025-01-12,C347,APAC,Product C,4358.33,4
2025-01-12,C100,EMEA,Product C,3830.4,13
2025-01-12,C341,APAC,Product B,4030.18,1
2025-01-12,C308,Americas,Product B,1037.58,8
2025-01-12,C235,APAC,Product A,587.52,11
2025-01-12,C142,APAC,Product C,629.36,12
2025-01-12,C289,APAC,Product C,1767.18,11
2025-01-12,C262,EMEA,Product B,1484.49,4
2025-01-12,C375,Americas,Product C,810.52,13
2025-01-12,C132,Americas,Product C,760.01,7
2025-01-12,C1,APAC,Product B,2892.5,11
2025-01-12,C14,Americas,Product A,2410.28,2
2025-01-13,C341,APAC,Product B,1072.11,2
2025-01-13,C321,APAC,Product A,1582.11,2
2025-01-13,C154,Americas,Product C,1028.59,4
2025-01-13,C27,Americas,Product C,2556.37,7
2025-01-13,C170,EMEA,Product B,2795.22,8
2025-01-13,C113,APAC,Product C,1579.34,1
2025-01-13,C13,EMEA,Product B,1663.68,12
2025-01-13,C3,APAC,Product C,1515.29,3
2025-01-13,C373,EMEA,Product A,935.0,4
2025-01-13,C310,Americas,Product B,1205.46,3
2025-01-13,C39,EMEA,Product B,1006.0,14
2025-01-13,C149,Americas,Product A,4391.44,12
2025-01-13,C354,Americas,Product A,2588.32,6
2025-01-14,C193,EMEA,Product C,2391.32,7
2025-01-14,C87,APAC,Product C,879.99,4
2025-01-14,C231,APAC,Product C,3407.97,8
2025-01-14,C195,Americas,Product B,1891.12,14
2025-01-14,C302,APAC,Product B,4470.76,10
2025-01-14,C16,Americas,Product C,3099.46,6
2025-01-14,C154,APAC,Product C,2157.53,1
2025-01-14,C229,EMEA,Product A,729.04,10
2025-01-14,C67,Americas,Product B,2830.31,12
2025-01-15,C300,APAC,Product C,2699.53,2
2025-01-15,C200,EMEA,Product A,888.63,7
2025-01-15,C194,EMEA,Product B,992.19,2
2025-01-15,C395,EMEA,Product C,3802.25,13
2025-01-15,C189,EMEA,Product C,1613.61,12
2025-01-15,C15,Americas,Product B,2583.61,9
2025-01-15,C348,Americas,Product B,1909.71,1
2025-01-15,C173,Americas,Product A,3802.14,7
2025-01-15,C188,EMEA,Product A,1228.39,14
2025-01-15,C324,EMEA,Product C,4446.19,5
2025-01-15,C135,APAC,Product C,1516.88,12
2025-01-15,C317,EMEA,Product C,3225.87,8
2025-01-16,C33,Americas,Product C,927.92,4
2025-01-16,C12,EMEA,Product A,3965.79,7
2025-01-16,C375,Americas,Product C,3681.02,6
2025-01-16,C145,APAC,Product C,3691.3,5
2025-01-16,C219,EMEA,Product B,957.88,2
2025-01-16,C395,Americas,Product C,3137.64,2
2025-01-16,C254,APAC,Product C,2369.93,12
2025-01-16,C256,Americas,Product B,896.13,5
2025-01-16,C165,APAC,Product C,3393.19,6
2025-01-16,C20,Americas,Product A,4258.71,8
2025-01-16,C276,EMEA,Product A,2799.91,2
2025-01-16,C189,EMEA,Product A,1113.87,4
2025-01-16,C197,Americas,Product B,3585.85,10
2025-01-16,C60,Americas,Product C,1344.45,6
2025-01-17,C273,Americas,Product C,3190.49,2
2025-01-17,C335,APAC,Product C,446.2,6
2025-01-17,C5,APAC,Product C,2175.75,9
2025-01-17,C129,Americas,Product B,3222.49,9
2025-01-17,C48,Americas,Product B,433.99,1
2025-01-17,C293,APAC,Product B,3941.2,11
2025-01-17,C249,Americas,Product C,2770.15,11
2025-01-17,C250,EMEA,Product B,3712.75,14
2025-01-17,C108,EMEA,Product A,883.02,8
2025-01-17,C124,Americas,Product C,4282.5,3
2025-01-17,C284,EMEA,Product C,4312.33,12
2025-01-17,C366,Americas,Product A,3950.34,11
2025-01-17,C394,Americas,Product B,2202.17,13
2025-01-17,C263,Americas,Product B,1093.61,8
2025-01-17,C356,EMEA,Product C,2443.41,5
2025-01-17,C280,APAC,Product A,2485.62,12
2025-01-17,C272,EMEA,Product C,2267.14,5
2025-01-17,C107,APAC,Product C,3674.27,8
2025-01-17,C314,Americas,Product A,3693.53,14
2025-01-17,C287,APAC,Product B,719.1,4
2025-01-17,C57,APAC,Product A,1505.1,9
2025-01-17,C17,Americas,Product B,2978.09,5
2025-01-17,C184,APAC,Product C,3236.61,2
2025-01-17,C183,APAC,Product A,2931.94,9
2025-01-17,C17,Americas,Product C,899.19,10
2025-01-18,C311,Americas,Product B,2520.42,9
2025-01-18,C353,Americas,Product C,1361.11,12
2025-01-18,C106,Americas,Product C,3507.6,6
2025-01-18,C283,Americas,Product C,2960.74,8
2025-01-18,C365,EMEA,Product A,3022.32,4
2025-01-18,C398,Americas,Product C,3790.66,2
2025-01-18,C337,APAC,Product B,3049.31,9
2025-01-18,C206,EMEA,Product C,1558.68,5
2025-01-18,C12,EMEA,Product A,3931.25,7
2025-01-19,C262,EMEA,Product B,3415.5,7
2025-01-19,C266,APAC,Product B,3959.8,7
2025-01-19,C116,APAC,Product C,2660.46,1
2025-01-19,C374,APAC,Product A,953.31,2
2025-01-19,C300,APAC,Product C,1938.05,12
2025-01-19,C270,APAC,Product C,3017.65,5
2025-01-19,C60,Americas,Product A,3598.06,10
2025-01-19,C181,APAC,Product A,3996.25,5
2025-01-19,C359,APAC,Product C,1764.44,8
2025-01-19,C215,Americas,Product C,4411.83,1
2025-01-19,C275,Americas,Product B,3495.97,5
2025-01-19,C210,APAC,Product B,971.9,13
2025-01-19,C284,APAC,Product A,415.56,9
2025-01-19,C188,EMEA,Product C,3222.8,7
2025-01-19,C218,EMEA,Product A,511.41,10
2025-01-19,C33,Americas,Product B,3233.66,11
2025-01-19,C230,EMEA,Product C,3246.37,10
2025-01-19,C161,Americas,Product C,3274.85,11
2025-01-19,C267,Americas,Product A,3254.48,2
2025-01-19,C204,APAC,Product B,2968.96,3
2025-01-20,C205,Americas,Product C,3144.9,13
2025-01-20,C297,APAC,Product A,3335.56,4
2025-01-20,C106,Americas,Product C,1859.56,13
2025-01-20,C313,Americas,Product B,1502.56,3
2025-01-20,C332,EMEA,Product B,1772.72,14
2025-01-20,C203,APAC,Product A,2384.28,2
2025-01-20,C339,Americas,Product C,4378.74,1
2025-01-20,C165,APAC,Product B,1151.18,3
2025-01-20,C64,EMEA,Product B,1598.7,10
2025-01-20,C107,APAC,Product C,4391.98,14
2025-01-20,C45,APAC,Product C,4051.39,3
2025-01-20,C179,Americas,Product C,2480.24,7
2025-01-20,C241,EMEA,Product A,3665.96,14
2025-01-20,C246,EMEA,Product B,3573.62,4
2025-01-20,C253,EMEA,Product A,1588.79,4
2025-01-20,C365,EMEA,Product A,982.23,13
2025-01-20,C119,EMEA,Product A,4462.67,12
2025-01-20,C392,APAC,Product A,3978.63,5
2025-01-20,C113,APAC,Product C,3013.33,1
2025-01-20,C116,APAC,Product B,3315.31,5
2025-01-21,C181,Americas,Product A,3001.61,2
2025-01-21,C399,Americas,Product C,2823.88,11
2025-01-21,C38,Americas,Product C,675.02,11
2025-01-21,C313,APAC,Product B,2782.71,8
2025-01-21,C6,EMEA,Product A,2787.97,13
2025-01-21,C79,Americas,Product C,4484.67,5
2025-01-21,C78,APAC,Product C,2994.49,14
2025-01-21,C318,Americas,Product A,3562.12,1
2025-01-21,C7,APAC,Product C,4173.81,12
2025-01-21,C96,Americas,Product C,2730.07,1
2025-01-21,C45,APAC,Product C,3623.81,11
2025-01-21,C188,APAC,Product C,718.13,9
2025-01-21,C142,APAC,Product C,3960.68,14
2025-01-21,C63,APAC,Product A,1111.52,14
2025-01-21,C390,EMEA,Product C,2772.24,12
2025-01-21,C397,Americas,Product A,1893.39,7
2025-01-21,C122,APAC,Product A,3437.77,14
2025-01-21,C29,APAC,Product B,2999.36,10
2025-01-21,C50,APAC,Product A,1878.03,10
2025-01-21,C1,APAC,Product B,1471.14,1
2025-01-21,C29,APAC,Product B,2274.56,12
2025-01-21,C291,Americas,Product C,3672.98,12
2025-01-21,C136,Americas,Product B,707.39,5
2025-01-21,C345,APAC,Product A,3731.22,12
2025-01-22,C63,APAC,Product C,1587.96,7
2025-01-22,C180,APAC,Product B,1781.14,12
2025-01-22,C327,APAC,Product B,2641.77,12
2025-01-22,C367,Americas,Product A,2393.15,7
2025-01-22,C338,Americas,Product B,3788.2,3
2025-01-22,C174,APAC,Product B,570.76,6
2025-01-22,C188,EMEA,Product C,2696.75,5
2025-01-22,C9,APAC,Product A,2386.44,12
2025-01-22,C273,Americas,Product B,2241.89,8
2025-01-22,C395,Americas,Product C,1121.78,2
2025-01-22,C242,EMEA,Product A,1470.22,3
2025-01-22,C204,APAC,Product C,3101.61,12
2025-01-22,C134,Americas,Product C,3680.47,3
2025-01-22,C261,APAC,Product A,3568.04,4
2025-01-22,C217,EMEA,Product B,3912.18,7
2025-01-22,C138,Americas,Product A,3531.12,3
2025-01-23,C38,Americas,Product C,2762.95,13
2025-01-23,C338,Americas,Product A,2455.21,11
2025-01-23,C13,EMEA,Product B,2823.91,2
2025-01-23,C305,EMEA,Product A,3545.76,12
2025-01-23,C29,Americas,Product A,1486.08,4
2025-01-23,C102,EMEA,Product B,1994.61,13
2025-01-23,C63,APAC,Product C,2174.6,5
2025-01-23,C313,Americas,Product B,4230.32,12
2025-01-23,C313,Americas,Product B,1744.33,10
2025-01-23,C309,EMEA,Product A,3774.03,1
2025-01-23,C151,EMEA,Product B,825.18,2
2025-01-23,C134,APAC,Product C,1286.73,10
2025-01-23,C13,EMEA,Product B,2720.07,13
2025-01-23,C212,APAC,Product A,799.04,4
2025-01-23,C81,Americas,Product A,2375.73,5
2025-01-23,C300,APAC,Product C,2051.55,9
2025-01-23,C302,APAC,Product B,3963.8,2
2025-01-23,C272,EMEA,Product C,3315.34,11
2025-01-23,C37,Americas,Product A,681.99,6
2025-01-24,C216,APAC,Product B,665.5,9
2025-01-24,C186,EMEA,Product B,670.83,14
2025-01-24,C342,EMEA,Product C,4484.06,8
2025-01-24,C299,Americas,Product A,495.81,7
2025-01-24,C365,EMEA,Product C,3601.85,9
2025-01-24,C377,Americas,Product A,1849.67,12
2025-01-24,C79,Americas,Product B,661.99,1
2025-01-24,C17,Americas,Product A,3598.57,9
2025-01-24,C77,EMEA,Product B,2086.15,14
2025-01-24,C11,EMEA,Product B,4153.52,7
2025-01-24,C97,EMEA,Product C,466.02,8
2025-01-24,C322,EMEA,Product A,4498.35,10
2025-01-24,C370,APAC,Product B,2217.55,2
2025-01-24,C170,Americas,Product B,1711.18,11
2025-01-24,C393,Americas,Product A,445.83,1
2025-01-24,C95,APAC,Product A,3264.46,3
2025-01-24,C115,Americas,Product C,1129.3,3
2025-01-25,C221,EMEA,Product A,3374.97,14
2025-01-25,C362,EMEA,Product A,3094.86,8
2025-01-25,C362,Americas,Product C,2033.36,7
2025-01-25,C177,APAC,Product C,4078.87,5
2025-01-25,C239,EMEA,Product C,853.67,3
2025-01-25,C397,Americas,Product A,3786.39,5
2025-01-25,C388,Americas,Product A,1454.55,3
2025-01-25,C352,APAC,Product A,603.02,1
2025-01-25,C81,Americas,Product B,3678.38,12
2025-01-25,C195,EMEA,Product C,1519.52,14
2025-01-25,C169,APAC,Product B,3930.7,3
2025-01-25,C189,Americas,Product A,855.81,13
2025-01-25,C384,EMEA,Product A,3265.41,5
2025-01-25,C74,EMEA,Product B,3646.29,14
2025-01-25,C170,Americas,Product B,3482.25,6
2025-01-25,C296,APAC,Product A,2104.99,4
2025-01-25,C20,Americas,Product B,1570.7,13
2025-01-25,C198,APAC,Product A,4222.61,8
2025-01-25,C347,APAC,Product B,3113.96,1
2025-01-25,C188,EMEA,Product C,830.09,3
2025-01-26,C365,APAC,Product C,1061.85,8
2025-01-26,C355,Americas,Product B,550.27,8
2025-01-26,C81,Americas,Product A,1737.97,10
2025-01-26,C169,APAC,Product B,2646.2,2
2025-01-26,C345,Americas,Product A,2590.19,13
2025-01-26,C320,APAC,Product A,1447.5,6
2025-01-26,C372,APAC,Product C,3037.31,4
2025-01-26,C340,Americas,Product A,3470.13,11
2025-01-26,C134,APAC,Product A,2209.79,8
2025-01-26,C200,EMEA,Product B,3959.0,10
2025-01-26,C324,EMEA,Product C,2994.73,7
2025-01-26,C56,EMEA,Product C,2282.0,14
2025-01-26,C147,EMEA,Product C,4423.1,8
2025-01-26,C106,EMEA,Product B,1669.14,7
2025-01-26,C218,Americas,Product A,3803.4,14
2025-01-26,C179,Americas,Product C,2274.03,7
2025-01-26,C400,Americas,Product B,1549.63,5
2025-01-27,C18,APAC,Product B,833.39,3
2025-01-27,C88,APAC,Product A,902.81,11
2025-01-27,C148,APAC,Product B,1319.34,2
2025-01-27,C183,APAC,Product A,2755.08,9
2025-01-27,C26,EMEA,Product B,549.73,5
2025-01-27,C147,APAC,Product C,492.73,2
2025-01-27,C115,Americas,Product B,1470.98,5
2025-01-27,C114,Americas,Product A,2030.34,4
2025-01-27,C272,EMEA,Product C,822.26,7
2025-01-27,C264,APAC,Product C,2918.72,14
2025-01-27,C277,EMEA,Product A,3410.58,13
2025-01-27,C6,APAC,Product A,3197.84,12
2025-01-27,C202,EMEA,Product A,1663.38,8
2025-01-27,C273,APAC,Product B,2096.84,11
2025-01-27,C201,APAC,Product B,4251.2,6
2025-01-28,C271,Americas,Product C,1165.3,12
2025-01-28,C128,Americas,Product A,1409.72,1
2025-01-28,C83,APAC,Product C,3853.73,5
2025-01-28,C127,Americas,Product A,1868.65,5
2025-01-28,C152,EMEA,Product C,1308.42,13
2025-01-28,C165,APAC,Product B,1405.77,10
2025-01-28,C253,EMEA,Product A,2517.11,13
2025-01-28,C176,Americas,Product C,2372.09,5
2025-01-28,C1,EMEA,Product B,2047.94,13
2025-01-28,C132,Americas,Product B,2562.17,6
2025-01-28,C59,APAC,Product B,1164.67,1
2025-01-28,C263,Americas,Product B,668.12,2
2025-01-28,C160,EMEA,Product B,1111.94,12
2025-01-28,C166,Americas,Product A,1073.93,8
2025-01-28,C102,EMEA,Product B,2819.01,13
2025-01-28,C83,EMEA,Product A,2282.98,9
2025-01-29,C120,APAC,Product C,1462.2,9
2025-01-29,C210,APAC,Product B,4141.69,2
2025-01-29,C389,Americas,Product B,4174.33,1
2025-01-29,C28,Americas,Product A,1547.23,8
2025-01-29,C200,EMEA,Product B,1342.81,2
2025-01-29,C397,Americas,Product A,878.86,5
2025-01-29,C374,APAC,Product C,2952.3,2
2025-01-29,C197,Americas,Product B,2524.59,1
2025-01-29,C234,EMEA,Product C,2662.12,14
2025-01-29,C38,Americas,Product C,3049.49,9
2025-01-30,C97,Americas,Product C,530.33,11
2025-01-30,C265,Americas,Product A,2035.34,6
2025-01-30,C84,APAC,Product A,471.65,2
2025-01-30,C63,APAC,Product C,2791.43,6
2025-01-30,C27,Americas,Product C,459.75,9
2025-01-30,C178,EMEA,Product A,3060.04,10
2025-01-30,C21,Americas,Product B,2862.2,5
2025-01-30,C391,EMEA,Product C,4437.09,1
2025-01-30,C144,EMEA,Product B,522.23,13
2025-01-30,C179,Americas,Product C,1517.13,14
2025-01-30,C303,APAC,Product C,1864.42,13
2025-01-30,C37,Americas,Product A,1597.85,9
2025-01-30,C284,APAC,Product A,4082.87,5
2025-01-30,C33,Americas,Product A,1662.31,3
2025-01-30,C382,EMEA,Product A,1033.66,13
2025-01-30,C329,Americas,Product B,3480.86,10
2025-01-31,C117,EMEA,Product C,4426.48,9
2025-01-31,C29,APAC,Product B,2134.0,7
2025-01-31,C19,EMEA,Product B,3080.52,1
2025-01-31,C400,Americas,Product B,1377.09,10
2025-01-31,C366,Americas,Product B,2965.52,1
2025-01-31,C128,Americas,Product B,3493.47,7
2025-01-31,C290,Americas,Product A,2360.14,2
2025-01-31,C247,APAC,Product C,3402.75,10
2025-01-31,C199,APAC,Product B,2822.51,10
2025-01-31,C163,Americas,Product C,3243.2,14
2025-01-31,C49,APAC,Product C,4298.27,6
2025-01-31,C173,Americas,Product B,3727.7,9
2025-01-31,C101,EMEA,Product A,3891.44,3
2025-01-31,C20,Americas,Product A,1083.62,9
2025-01-31,C106,Americas,Product B,2309.51,12
2025-01-31,C202,EMEA,Product C,3367.61,2
2025-01-31,C165,APAC,Product A,444.12,2
2025-01-31,C199,Americas,Product B,725.24,5
2025-01-31,C307,Americas,Product B,3817.29,7
2025-01-31,C23,EMEA,Product B,4448.1,9
2025-02-01,C46,APAC,Product B,401.37,6
2025-02-01,C400,Americas,Product B,1259.87,12
2025-02-01,C221,EMEA,Product A,1364.19,11
2025-02-01,C264,APAC,Product C,2167.01,13
2025-02-01,C306,EMEA,Product C,4292.51,13
2025-02-01,C336,Americas,Product A,1408.92,10
2025-02-01,C384,Americas,Product A,1090.02,4
2025-02-01,C114,Americas,Product B,1255.05,3
2025-02-01,C271,Americas,Product A,4079.36,1
2025-02-01,C158,APAC,Product A,4028.23,8
2025-02-01,C380,APAC,Product A,4277.43,1
2025-02-01,C382,EMEA,Product C,4001.6,9
2025-02-01,C221,EMEA,Product A,2555.36,12
2025-02-01,C192,APAC,Product C,3926.68,14
2025-02-01,C347,APAC,Product B,532.46,1
2025-02-01,C132,Americas,Product A,4414.97,14
2025-02-01,C242,EMEA,Product A,2215.43,4
2025-02-02,C13,EMEA,Product B,575.02,3
2025-02-02,C336,Americas,Product A,4493.9,5
2025-02-02,C352,EMEA,Product B,3312.31,5
2025-02-02,C352,EMEA,Product B,2282.04,13
2025-02-02,C98,Americas,Product B,1251.05,1
2025-02-02,C224,Americas,Product A,1955.37,3
2025-02-02,C26,EMEA,Product A,4035.51,7
2025-02-02,C95,APAC,Product B,1984.45,3
2025-02-02,C373,EMEA,Product A,2401.28,8
2025-02-02,C3,APAC,Product B,2347.36,13
2025-02-02,C137,Americas,Product B,1783.41,2
2025-02-02,C333,APAC,Product C,2032.73,10
2025-02-02,C260,Americas,Product C,1970.43,12
2025-02-02,C357,EMEA,Product A,2168.85,3
2025-02-02,C108,EMEA,Product C,1603.02,12
2025-02-02,C240,Americas,Product A,472.6,1
2025-02-02,C333,APAC,Product B,1875.45,8
2025-02-02,C306,EMEA,Product B,2084.72,8
2025-02-02,C29,APAC,Product B,1826.32,9
2025-02-02,C361,EMEA,Product B,3526.3,8
2025-02-03,C286,APAC,Product B,4220.71,7
2025-02-03,C16,Americas,Product C,1449.06,13
2025-02-03,C73,APAC,Product C,4343.77,12
2025-02-03,C81,Americas,Product A,941.25,3
2025-02-03,C204,APAC,Product B,1461.95,4
2025-02-03,C333,EMEA,Product C,1537.55,11
