customer_id,order_date,revenue
CUST-0027,2023-07-20,215.26
CUST-0027,2023-09-16,316.94
CUST-0027,2023-10-18,275.34
CUST-0027,2024-06-13,503.44
CUST-0028,2023-02-18,152.75
CUST-0028,2023-02-17,435.66
CUST-0028,2023-06-11,71.76
CUST-0028,2023-07-17,497.76
CUST-0028,2023-09-04,289.31
CUST-0028,2023-07-22,422.43
CUST-0029,2023-03-21,306.86
CUST-0029,2023-04-17,393.37
CUST-0029,2023-07-15,578.75
CUST-0029,2023-07-19,201.92
CUST-0030,2023-03-10,437.36
CUST-0030,2023-03-13,116.68
CUST-0030,2023-01-18,220.0
CUST-0030,2023-06-08,313.32
CUST-0030,2023-06-08,407.57
CUST-0030,2023-06-22,387.71
CUST-0030,2023-09-07,460.14
CUST-0030,2023-07-05,183.92
CUST-0030,2023-07-31,285.07
CUST-0030,2024-02-13,119.36
CUST-0031,2023-01-16,198.67
CUST-0031,2023-03-19,54.44
CUST-0031,2023-04-02,132.43
CUST-0031,2023-04-17,305.63
CUST-0031,2023-06-15,296.58
CUST-0031,2023-07-15,191.0
CUST-0032,2023-02-24,540.35
CUST-0032,2023-05-23,67.69
CUST-0032,2023-05-30,411.45
CUST-0032,2023-06-27,472.44
CUST-0032,2023-09-23,573.88
CUST-0032,2023-07-20,536.27
CUST-0032,2023-10-11,216.51
CUST-0032,2024-01-03,505.33
CUST-0032,2024-06-21,594.29
CUST-0032,2024-05-04,412.95
CUST-0032,2024-05-25,419.91
CUST-0033,2023-06-01,275.79
CUST-0033,2023-09-14,463.09
CUST-0033,2023-07-09,83.4
CUST-0033,2023-07-30,114.04
CUST-0033,2023-10-17,210.19
CUST-0033,2023-12-26,559.68
CUST-0033,2024-01-02,543.21
CUST-0033,2024-01-25,421.06
CUST-0033,2024-06-15,265.82
CUST-0033,2024-05-02,480.7
CUST-0034,2023-03-12,189.85
CUST-0034,2023-06-07,190.38
CUST-0034,2023-09-02,112.55
CUST-0034,2023-09-01,496.42
CUST-0034,2023-08-15,328.98
CUST-0035,2023-01-18,468.23
CUST-0035,2023-06-13,215.17
CUST-0035,2023-08-21,294.64
CUST-0035,2023-08-25,522.92
CUST-0036,2023-02-03,445.96
CUST-0036,2023-06-02,256.99
CUST-0036,2023-07-03,579.23
CUST-0037,2023-01-26,211.08
CUST-0037,2023-02-15,162.92
CUST-0037,2023-05-24,136.86
CUST-0037,2023-09-01,300.84
CUST-0037,2023-11-10,453.71
CUST-0037,2024-06-19,192.87
CUST-0038,2023-01-31,373.1
CUST-0038,2023-01-06,524.57
CUST-0038,2023-03-26,43.2
CUST-0038,2023-05-14,246.64
CUST-0038,2023-05-17,465.62
CUST-0038,2023-06-07,188.36
CUST-0038,2023-07-26,302.95
CUST-0038,2024-03-28,582.39
CUST-0038,2024-02-10,219.14
CUST-0038,2024-02-05,259.63
CUST-0038,2024-04-02,85.86
CUST-0039,2023-06-08,489.56
CUST-0039,2023-09-25,150.96
CUST-0039,2023-08-18,366.33
CUST-0039,2023-11-13,132.92
CUST-0039,2023-11-17,497.5
CUST-0039,2023-11-25,115.65
CUST-0039,2024-02-18,450.86
CUST-0039,2024-01-29,191.23
CUST-0039,2024-02-05,248.48
CUST-0039,2024-05-19,424.53
CUST-0039,2024-04-16,99.93
CUST-0039,2024-05-20,498.02
CUST-0040,2023-01-30,147.8
CUST-0040,2023-02-13,556.09
CUST-0040,2023-06-23,135.92
CUST-0040,2023-04-07,312.74
CUST-0040,2023-08-16,457.48
CUST-0040,2023-08-12,119.04
CUST-0040,2023-08-08,238.02
CUST-0040,2023-12-27,460.4
CUST-0040,2023-12-12,492.6
CUST-0040,2024-04-24,477.58
CUST-0041,2023-02-23,324.41
CUST-0041,2023-05-14,117.91
CUST-0041,2023-04-15,199.34
CUST-0041,2023-07-05,161.27
CUST-0041,2023-09-23,300.29
CUST-0041,2023-07-12,239.65
CUST-0042,2023-03-09,267.74
CUST-0042,2023-01-20,554.12
CUST-0042,2023-05-05,452.14
CUST-0042,2023-04-28,181.75
CUST-0042,2023-05-10,285.21
CUST-0042,2023-07-27,563.93
CUST-0042,2023-11-30,438.92
CUST-0042,2023-10-13,306.26
CUST-0042,2024-01-12,584.69
CUST-0042,2024-01-18,112.16
CUST-0042,2024-03-02,547.22
CUST-0042,2024-04-10,91.89
CUST-0042,2024-06-12,565.26
CUST-0042,2024-04-30,58.49
CUST-0043,2023-03-02,598.45
CUST-0043,2023-02-23,495.2
CUST-0043,2023-01-14,270.21
CUST-0043,2023-06-09,539.4
CUST-0043,2023-04-07,188.98
CUST-0043,2023-07-20,567.96
CUST-0043,2023-08-10,569.61
CUST-0043,2023-08-29,566.52
CUST-0043,2023-11-28,249.87
CUST-0043,2023-11-06,463.71
CUST-0043,2024-02-11,290.99
CUST-0043,2024-05-05,282.37
CUST-0044,2023-03-01,489.31
CUST-0044,2023-02-15,170.91
CUST-0044,2023-05-15,210.2
CUST-0044,2023-08-16,249.54
CUST-0044,2023-11-14,396.33
CUST-0044,2023-10-29,144.48
CUST-0044,2023-10-23,430.39
CUST-0045,2023-03-01,381.35
CUST-0045,2023-06-06,126.35
CUST-0045,2023-05-23,435.69
CUST-0045,2023-07-08,583.05
CUST-0045,2023-10-19,181.99
CUST-0045,2024-01-18,595.24
CUST-0045,2024-02-23,378.96
CUST-0045,2024-01-26,594.76
CUST-0045,2024-06-24,63.72
CUST-0045,2024-06-11,376.73
CUST-0046,2023-03-08,226.63
CUST-0046,2023-01-19,79.46
CUST-0046,2023-04-03,559.08
CUST-0046,2023-06-26,154.74
CUST-0046,2023-08-22,45.29
CUST-0046,2023-09-02,177.21
CUST-0046,2023-12-25,542.71
CUST-0046,2023-10-17,92.19
CUST-0046,2024-03-18,55.64
CUST-0046,2024-01-29,162.75
CUST-0046,2024-04-03,110.65
CUST-0046,2024-05-31,96.25
CUST-0046,2024-05-27,127.23
CUST-0047,2023-02-24,96.21
CUST-0047,2023-03-29,366.84
CUST-0047,2023-01-24,573.25
CUST-0047,2023-06-12,398.81
CUST-0047,2023-05-24,48.47
CUST-0047,2023-05-17,538.8
CUST-0047,2023-07-06,112.29
CUST-0047,2023-12-01,494.8
CUST-0047,2023-12-25,293.35
CUST-0047,2024-02-27,59.77
CUST-0047,2024-01-16,516.77
CUST-0047,2024-01-29,176.72
CUST-0047,2024-06-21,265.42
CUST-0047,2024-06-17,214.35
CUST-0047,2024-05-02,44.57
CUST-0048,2023-02-23,542.12
CUST-0048,2023-03-19,217.39
CUST-0048,2023-04-25,565.91
CUST-0048,2023-05-10,94.05
CUST-0048,2023-05-15,65.7
CUST-0048,2023-09-27,364.33
CUST-0048,2023-09-03,326.3
CUST-0049,2023-03-03,389.3
CUST-0049,2023-12-25,362.59
CUST-0049,2023-12-04,157.63
CUST-0049,2023-11-06,47.85
CUST-0049,2024-02-08,148.83
CUST-0049,2024-03-03,303.81
CUST-0049,2024-02-13,341.86
CUST-0049,2024-04-23,280.12
CUST-0049,2024-04-06,409.75
CUST-0049,2024-04-30,181.49
CUST-0050,2023-03-30,407.81
CUST-0050,2023-06-22,547.73
CUST-0050,2023-07-22,316.08
CUST-0051,2023-02-21,443.18
CUST-0051,2023-01-26,227.05
CUST-0051,2023-02-20,558.49
CUST-0051,2023-05-23,492.06
CUST-0051,2023-04-05,343.43
CUST-0051,2023-08-03,236.15
CUST-0051,2023-09-12,184.69
CUST-0052,2023-03-13,583.29
CUST-0052,2023-05-09,526.67
CUST-0052,2024-04-25,388.27
CUST-0053,2023-03-22,119.45
CUST-0053,2023-03-24,47.43
CUST-0053,2023-01-25,115.29
CUST-0053,2023-06-26,366.66
CUST-0053,2023-07-23,280.37
CUST-0053,2023-12-01,412.17
CUST-0053,2023-10-19,202.13
CUST-0053,2024-02-05,299.51
CUST-0053,2024-03-03,177.96
CUST-0053,2024-03-21,442.45
CUST-0053,2024-04-28,540.88
CUST-0053,2024-05-12,322.89
CUST-0054,2023-02-07,48.46
CUST-0054,2023-03-27,130.38
CUST-0054,2023-04-19,88.38
CUST-0054,2023-08-12,371.77
CUST-0054,2023-07-10,100.84
CUST-0054,2024-03-13,490.5
CUST-0054,2024-05-09,117.14
CUST-0054,2024-05-21,343.47
CUST-0054,2024-04-07,279.84
CUST-0055,2023-03-15,595.45
CUST-0055,2023-01-23,443.16
CUST-0055,2023-05-08,272.35
CUST-0055,2023-06-18,138.38
CUST-0055,2023-06-09,398.19
CUST-0055,2023-09-02,329.15
CUST-0055,2023-08-04,302.44
CUST-0055,2023-10-17,199.42
CUST-0055,2023-11-11,554.85
CUST-0055,2023-12-15,429.35
CUST-0055,2024-03-20,563.84
CUST-0055,2024-06-21,56.82
CUST-0055,2024-06-24,596.94
CUST-0056,2023-01-28,377.24
CUST-0056,2023-01-16,564.46
CUST-0056,2023-06-22,359.03
CUST-0056,2023-04-30,43.3
CUST-0056,2023-06-12,577.99
CUST-0056,2023-08-05,527.1
CUST-0056,2023-07-11,405.4
CUST-0056,2023-10-27,475.77
CUST-0056,2024-01-26,541.1
CUST-0056,2024-03-27,106.64
CUST-0056,2024-01-08,460.01
CUST-0056,2024-05-10,122.58
CUST-0056,2024-06-07,206.3
CUST-0057,2023-01-04,94.47
CUST-0057,2023-03-10,529.16
CUST-0057,2023-08-21,537.43
CUST-0057,2023-12-10,526.77
CUST-0057,2023-11-10,440.69
CUST-0057,2023-10-06,150.31
CUST-0057,2024-04-24,221.88
CUST-0058,2023-02-18,326.71
CUST-0058,2023-09-06,406.83
CUST-0058,2023-09-07,88.79
CUST-0058,2023-07-26,298.89
CUST-0058,2023-12-18,374.96
CUST-0058,2023-11-18,286.44
CUST-0058,2024-02-07,366.16
CUST-0058,2024-05-05,572.75
CUST-0058,2024-05-23,229.33
CUST-0059,2023-02-11,496.16
CUST-0059,2023-01-10,579.57
CUST-0059,2023-02-13,198.2
CUST-0059,2023-04-12,505.02
CUST-0059,2023-07-27,514.54
CUST-0059,2023-07-09,325.02
CUST-0059,2023-08-24,88.74
CUST-0060,2023-02-12,109.93
CUST-0060,2023-02-13,178.22
CUST-0060,2023-02-14,268.39
CUST-0060,2023-11-26,552.6
CUST-0060,2024-03-12,130.16
CUST-0060,2024-02-27,315.48
CUST-0061,2023-02-15,559.16
CUST-0061,2023-01-29,87.49
CUST-0061,2023-04-19,86.97
CUST-0061,2023-12-03,204.16
CUST-0061,2024-03-21,540.43
CUST-0061,2024-03-20,183.43
CUST-0061,2024-03-24,40.37
CUST-0061,2024-05-05,579.04
CUST-0062,2023-03-16,240.67
CUST-0062,2023-03-30,447.38
CUST-0062,2023-01-09,116.67
CUST-0062,2023-05-05,597.61
CUST-0062,2023-04-19,332.17
CUST-0062,2023-05-20,570.81
CUST-0062,2024-01-26,599.68
CUST-0062,2024-03-11,243.79
CUST-0062,2024-03-22,223.25
CUST-0063,2023-03-21,374.94
CUST-0063,2023-02-02,450.56
CUST-0063,2023-03-01,63.89
CUST-0063,2023-04-09,319.91
CUST-0063,2023-05-04,322.42
CUST-0063,2023-04-05,452.35
CUST-0063,2023-08-28,385.32
CUST-0063,2023-08-31,172.53
CUST-0063,2023-07-05,542.6
CUST-0063,2024-04-11,338.61
CUST-0063,2024-05-26,565.95
CUST-0063,2024-04-05,136.08
CUST-0064,2023-03-07,234.53
CUST-0064,2023-03-18,436.15
CUST-0064,2023-06-07,49.53
CUST-0064,2023-08-09,138.64
CUST-0064,2023-09-07,297.57
CUST-0064,2023-08-08,384.08
CUST-0065,2023-01-09,197.46
CUST-0065,2023-02-13,175.58
CUST-0065,2023-04-14,286.53
CUST-0065,2023-05-21,508.69
CUST-0065,2023-04-27,514.82
CUST-0065,2023-07-31,386.72
CUST-0065,2023-12-20,241.13
CUST-0065,2024-02-19,288.39
CUST-0065,2024-05-28,577.47
CUST-0065,2024-06-06,580.62
CUST-0065,2024-04-13,412.81
CUST-0066,2023-03-02,152.63
CUST-0066,2023-07-06,482.93
CUST-0066,2023-07-09,412.77
CUST-0066,2023-09-10,220.0
CUST-0066,2023-11-28,86.97
CUST-0066,2024-02-28,362.67
CUST-0066,2024-05-25,290.31
CUST-0067,2023-02-02,89.16
CUST-0067,2023-01-12,388.75
CUST-0067,2023-04-21,537.14
CUST-0067,2023-06-22,72.0
CUST-0067,2023-09-07,186.36
CUST-0068,2023-03-02,255.08
CUST-0068,2023-05-31,233.42
CUST-0068,2023-08-24,297.34
CUST-0068,2023-08-03,49.82
CUST-0068,2023-10-06,163.18
CUST-0068,2023-11-14,256.06
CUST-0068,2024-01-07,407.86
CUST-0068,2024-06-19,238.57
CUST-0068,2024-04-01,387.35
CUST-0068,2024-04-10,111.14
CUST-0069,2023-03-05,592.31
CUST-0069,2023-02-13,482.8
CUST-0069,2023-05-29,364.75
CUST-0069,2023-04-13,282.32
CUST-0069,2023-07-26,500.16
CUST-0069,2023-12-06,115.04
CUST-0069,2023-12-22,498.92
CUST-0069,2024-01-01,382.48
CUST-0069,2024-04-23,591.16
CUST-0069,2024-06-17,454.71
CUST-0069,2024-06-24,163.89
CUST-0070,2023-01-26,52.45
CUST-0070,2023-02-05,430.17
CUST-0070,2023-05-10,486.73
CUST-0070,2023-04-10,409.4
CUST-0070,2023-08-08,300.02
CUST-0071,2023-02-21,299.16
CUST-0071,2023-01-09,171.33
CUST-0071,2023-01-16,497.66
CUST-0071,2023-04-08,510.27
CUST-0071,2023-06-24,402.57
CUST-0071,2023-05-19,500.88
CUST-0071,2023-09-12,458.25
CUST-0072,2023-03-16,315.26
CUST-0072,2023-01-14,246.48
CUST-0072,2023-03-30,516.93
CUST-0072,2023-05-11,420.94
CUST-0072,2023-05-31,591.07
CUST-0072,2023-07-20,324.42
CUST-0072,2023-08-14,259.96
CUST-0072,2023-10-04,88.12
CUST-0072,2024-03-10,524.64
CUST-0072,2024-03-08,325.01
CUST-0072,2024-03-05,286.99
CUST-0072,2024-05-21,323.21
CUST-0072,2024-05-02,149.06
CUST-0072,2024-05-09,211.01
CUST-0073,2023-02-22,279.57
CUST-0073,2023-06-13,99.47
CUST-0073,2023-04-18,98.06
CUST-0073,2023-11-01,268.0
CUST-0073,2023-10-13,340.29
CUST-0074,2023-03-20,146.17
CUST-0074,2023-01-31,97.0
CUST-0074,2023-03-07,298.24
CUST-0074,2023-05-13,440.5
CUST-0074,2023-04-02,183.74
CUST-0074,2023-09-08,313.62
CUST-0074,2023-09-15,296.03
CUST-0074,2023-10-22,594.43
CUST-0074,2023-11-30,486.81
CUST-0074,2024-01-07,317.09
CUST-0074,2024-02-07,97.34
CUST-0075,2023-03-02,431.34
CUST-0075,2023-04-22,259.02
CUST-0075,2023-04-29,286.78
CUST-0075,2023-04-10,276.01
CUST-0075,2023-07-01,82.39
CUST-0076,2023-01-28,98.95
CUST-0076,2023-03-06,141.22
CUST-0076,2023-01-30,197.75
CUST-0076,2023-06-18,596.26
CUST-0076,2023-07-07,58.51
CUST-0076,2023-08-30,206.65
CUST-0076,2023-07-19,557.63
CUST-0077,2023-03-20,116.98
CUST-0077,2023-01-01,516.67
CUST-0077,2023-03-17,594.76
CUST-0077,2023-06-24,244.97
CUST-0077,2023-04-07,485.6
CUST-0077,2023-08-28,77.34
CUST-0077,2023-09-16,397.07
CUST-0077,2024-01-28,292.95
CUST-0077,2024-03-02,145.37
CUST-0077,2024-06-25,301.24
CUST-0077,2024-04-16,339.5
CUST-0077,2024-06-03,85.19
CUST-0078,2023-02-06,220.15
CUST-0078,2023-01-31,497.46
CUST-0078,2023-05-03,97.9
CUST-0078,2023-04-02,492.37
CUST-0078,2023-08-17,285.78
CUST-0078,2023-10-24,343.7
CUST-0078,2023-12-17,520.68
CUST-0078,2023-10-20,501.46
CUST-0079,2023-02-28,520.57
CUST-0079,2023-03-30,523.0
CUST-0079,2023-03-13,313.92
CUST-0079,2023-06-14,298.25
CUST-0079,2023-06-23,309.34
CUST-0079,2023-04-24,227.82
CUST-0079,2023-09-07,505.76
CUST-0079,2023-07-23,132.08
CUST-0079,2023-11-25,299.44
CUST-0080,2023-07-06,506.45
CUST-0080,2023-07-01,194.61
CUST-0080,2023-10-08,216.73
CUST-0080,2024-01-29,445.43
CUST-0080,2024-01-02,168.81
CUST-0080,2024-04-08,518.73
CUST-0081,2023-02-23,252.4
CUST-0081,2023-01-20,225.43
CUST-0081,2023-02-23,267.57
CUST-0081,2023-06-27,200.76
CUST-0081,2023-11-10,226.13
CUST-0081,2023-11-04,251.03
CUST-0081,2024-02-25,318.51
CUST-0081,2024-04-18,485.35
CUST-0081,2024-06-10,296.68
CUST-0081,2024-05-16,439.47
CUST-0082,2023-01-23,184.39
CUST-0082,2023-02-22,262.27
CUST-0082,2023-06-05,407.91
CUST-0082,2023-08-14,474.31
CUST-0082,2023-10-30,399.01
CUST-0082,2023-10-12,509.44
CUST-0082,2023-11-21,148.29
CUST-0082,2024-03-29,298.71
CUST-0082,2024-05-02,341.77
CUST-0083,2023-03-12,435.96
CUST-0083,2023-05-03,444.3
CUST-0083,2023-08-10,569.84
CUST-0083,2023-07-07,363.04
CUST-0083,2023-09-07,283.12
CUST-0084,2023-02-21,293.24
CUST-0084,2023-04-27,46.95
CUST-0084,2023-09-25,204.48
CUST-0084,2023-10-27,240.59
CUST-0084,2023-11-17,69.91
CUST-0084,2023-12-18,563.97
CUST-0084,2024-03-16,274.08
CUST-0084,2024-01-17,249.24
CUST-0084,2024-03-06,410.53
CUST-0084,2024-04-23,465.43
CUST-0085,2023-02-19,53.19
CUST-0085,2023-03-16,190.41
CUST-0085,2023-03-15,595.96
CUST-0085,2023-06-21,66.38
CUST-0085,2023-07-24,403.74
CUST-0085,2023-10-18,510.23
CUST-0085,2023-10-14,150.02
CUST-0085,2024-03-03,130.61
CUST-0085,2024-02-12,152.74
CUST-0085,2024-03-19,449.56
CUST-0085,2024-06-14,182.77
CUST-0086,2023-03-11,299.34
CUST-0086,2023-05-15,312.87
CUST-0086,2023-08-10,267.21
CUST-0087,2023-03-11,103.86
CUST-0087,2023-04-19,334.79
CUST-0087,2023-06-03,174.49
CUST-0087,2023-09-05,321.13
CUST-0088,2023-08-26,78.45
CUST-0088,2023-09-23,154.77
CUST-0088,2023-11-28,370.15
CUST-0088,2023-10-11,564.69
CUST-0088,2023-10-25,269.29
CUST-0088,2024-02-23,90.97
CUST-0088,2024-03-22,97.68
CUST-0088,2024-03-20,260.67
CUST-0088,2024-06-18,569.2
CUST-0088,2024-04-18,503.45
CUST-0088,2024-06-20,170.65
CUST-0089,2023-01-01,222.27
CUST-0089,2023-04-19,47.67
CUST-0089,2023-08-14,82.59
CUST-0089,2023-07-18,425.07
CUST-0089,2023-09-19,247.2
CUST-0089,2024-03-15,486.24
CUST-0090,2023-02-01,544.33
CUST-0090,2023-06-23,234.48
CUST-0090,2023-06-16,525.97
CUST-0090,2023-04-08,412.28
CUST-0090,2023-07-21,357.48
CUST-0090,2023-09-01,554.75
CUST-0090,2023-07-28,231.58
CUST-0091,2023-01-20,296.51
CUST-0091,2023-06-26,43.76
CUST-0091,2023-06-18,499.86
CUST-0091,2023-08-25,559.85
CUST-0091,2023-10-01,120.11
CUST-0092,2023-02-05,546.47
CUST-0092,2023-01-16,536.96
CUST-0092,2023-03-15,428.2
CUST-0092,2023-06-09,197.24
CUST-0092,2023-05-14,235.78
CUST-0092,2023-09-24,231.22
CUST-0092,2023-07-24,569.26
CUST-0092,2023-11-15,493.01
CUST-0092,2023-10-27,103.89
CUST-0092,2024-03-06,491.75
CUST-0092,2024-06-14,586.03
CUST-0093,2023-06-04,475.93
CUST-0093,2023-06-13,567.64
CUST-0093,2023-08-04,203.63
CUST-0093,2023-10-19,540.76
CUST-0093,2024-03-04,226.38
CUST-0093,2024-03-06,299.19
CUST-0093,2024-03-27,240.09
CUST-0093,2024-04-19,477.93
CUST-0093,2024-06-11,302.46
CUST-0093,2024-06-11,255.33
CUST-0094,2023-02-06,581.3
CUST-0094,2023-03-30,60.99
CUST-0094,2023-01-19,337.63
CUST-0094,2023-04-11,499.52
CUST-0094,2023-04-12,282.46
CUST-0094,2023-05-19,503.25
CUST-0094,2023-08-16,67.81
CUST-0094,2023-08-17,500.58
CUST-0094,2023-09-12,549.68
CUST-0094,2023-10-10,479.7
CUST-0094,2023-10-25,528.95
CUST-0094,2023-10-29,269.71
CUST-0094,2024-03-13,43.21
CUST-0094,2024-01-30,169.67
CUST-0094,2024-04-30,100.71
CUST-0094,2024-05-11,279.09
CUST-0095,2023-03-30,542.52
CUST-0095,2023-02-19,189.74
