Order Date,Customer ID,Region,Product,Revenue,Units Sold
2025-04-14,C104,EMEA,Product A,1652.07,11
2025-05-13,C92,Americas,Product C,1186.43,9
2025-02-20,C257,Americas,Product A,4665.06,14
2025-04-11,C313,Americas,Product B,1338.44,1
2025-02-24,C309,APAC,Product C,2295.51,9
2025-07-21,C291,Americas,Product A,3216.75,11
2025-07-29,C364,EMEA,Product C,2534.98,19
2025-07-01,C344,APAC,Product C,1244.81,1
2025-06-26,C156,Americas,Product C,3345.19,18
2025-02-18,C118,APAC,Product A,1168.98,8
2025-02-18,C379,APAC,Product A,2287.93,19
2025-02-01,C286,EMEA,Product A,664.47,16
2025-01-19,C194,APAC,Product B,3713.27,17
2025-04-24,C385,EMEA,Product C,1198.58,8
2025-02-24,C366,Americas,Product B,1718.35,2
2025-03-28,C8,Americas,Product B,4401.47,1
2025-09-04,C328,APAC,Product C,3523.52,15
2025-08-17,C264,APAC,Product A,3005.25,2
2025-04-06,C165,Americas,Product B,4235.99,14
2025-08-11,C263,APAC,Product B,335.11,1
2025-05-31,C285,Americas,Product A,4444.0,18
2025-01-02,C234,Americas,Product A,2038.18,2
2025-07-14,C256,EMEA,Product A,2053.36,9
2025-08-14,C342,Americas,Product C,4768.04,12
2025-03-22,C128,Americas,Product C,4525.49,17
2025-04-25,C237,EMEA,Product A,2937.35,7
2025-07-20,C154,APAC,Product C,2397.67,13
2025-04-08,C128,APAC,Product C,4201.63,10
2025-02-10,C378,APAC,Product A,2323.62,12
2025-03-28,C313,APAC,Product B,1115.99,6
2025-08-07,C394,EMEA,Product A,3492.67,13
2025-07-09,C363,EMEA,Product B,1248.28,1
2025-06-30,C267,EMEA,Product B,807.12,8
2025-01-11,C232,EMEA,Product A,3746.9,3
2025-04-08,C312,EMEA,Product B,1107.51,1
2025-09-07,C337,APAC,Product C,3177.85,13
2025-07-20,C296,Americas,Product A,2049.73,17
2025-05-09,C25,EMEA,Product C,3192.29,7
2025-05-11,C354,APAC,Product C,1724.65,12
2025-04-11,C17,APAC,Product C,4829.44,10
2025-02-26,C80,EMEA,Product C,890.17,19
2025-09-21,C374,EMEA,Product A,3464.53,16
2025-07-17,C143,Americas,Product B,2702.41,9
2025-01-26,C282,APAC,Product B,3147.19,7
2025-09-27,C176,APAC,Product C,1838.07,8
2025-08-03,C103,Americas,Product C,4379.19,17
2025-01-14,C301,EMEA,Product C,3023.05,2
2025-05-11,C364,EMEA,Product B,3761.45,7
2025-01-15,C397,Americas,Product A,3477.45,18
2025-06-10,C311,Americas,Product B,4444.99,3
2025-06-19,C141,Americas,Product C,4436.16,18
2025-04-06,C29,Americas,Product C,542.68,17
2025-09-02,C359,EMEA,Product C,2292.29,5
2025-03-06,C376,APAC,Product C,2602.9,18
2025-05-26,C73,APAC,Product A,1747.7,15
2025-05-20,C380,Americas,Product A,4038.55,6
2025-01-11,C52,Americas,Product B,1251.65,4
2025-02-28,C373,EMEA,Product A,3423.41,19
2025-04-17,C259,APAC,Product B,665.29,6
2025-01-05,C9,APAC,Product C,1473.46,3
2025-01-20,C178,Americas,Product A,1671.05,18
2025-03-03,C269,Americas,Product C,4171.25,15
2025-03-30,C267,EMEA,Product B,4370.57,9
2025-05-03,C226,APAC,Product A,699.69,12
2025-06-19,C226,Americas,Product A,2978.86,15
2025-02-07,C37,APAC,Product A,719.53,16
2025-03-22,C349,APAC,Product A,2662.64,19
2025-07-05,C237,EMEA,Product B,2947.01,1
2025-09-19,C304,EMEA,Product A,1208.03,9
2025-09-26,C356,Americas,Product A,4685.41,6
2025-07-07,C249,APAC,Product C,4825.92,19
2025-01-31,C158,Americas,Product B,4189.76,7
2025-03-23,C12,Americas,Product B,3904.86,7
2025-08-12,C17,APAC,Product C,4915.34,8
2025-08-11,C326,EMEA,Product A,4009.3,19
2025-03-15,C60,EMEA,Product B,2038.42,15
2025-08-10,C352,Americas,Product B,4717.53,4
2025-08-30,C394,Americas,Product A,3969.43,1
2025-01-22,C270,EMEA,Product C,4335.87,15
2025-07-23,C7,Americas,Product C,3174.78,11
2025-02-02,C58,APAC,Product C,4184.54,2
2025-08-14,C39,Americas,Product A,959.87,15
2025-06-06,C84,APAC,Product B,3977.7,11
2025-01-27,C92,Americas,Product B,1179.76,15
2025-03-25,C257,EMEA,Product A,2490.34,6
2025-01-15,C281,Americas,Product C,640.1,12
2025-09-28,C145,EMEA,Product C,4856.87,8
2025-03-20,C387,EMEA,Product B,3924.61,12
2025-06-30,C46,Americas,Product B,3274.93,15
2025-06-02,C236,APAC,Product C,1063.34,4
2025-01-09,C214,APAC,Product A,1223.71,2
2025-03-13,C277,APAC,Product A,1173.11,18
2025-04-05,C289,Americas,Product C,3627.42,6
2025-09-24,C377,EMEA,Product A,1589.2,14
2025-06-09,C148,APAC,Product B,3281.7,1
2025-07-21,C2,Americas,Product B,1969.08,1
2025-08-21,C154,EMEA,Product A,4210.31,7
2025-07-13,C143,Americas,Product B,3602.59,2
2025-04-16,C317,APAC,Product A,4781.97,3
2025-05-03,C223,APAC,Product B,3274.72,9
2025-07-23,C84,Americas,Product B,3313.87,15
2025-09-08,C388,EMEA,Product C,4526.67,6
2025-01-22,C188,EMEA,Product C,683.39,10
2025-01-14,C12,APAC,Product B,3169.75,13
2025-01-25,C238,Americas,Product B,1980.58,4
2025-06-22,C288,APAC,Product C,2451.45,19
2025-03-23,C352,APAC,Product C,1528.05,9
2025-02-28,C93,EMEA,Product B,2314.68,15
2025-08-01,C293,Americas,Product A,4308.1,4
2025-08-08,C96,EMEA,Product B,4401.64,9
2025-09-07,C262,Americas,Product B,3189.76,7
2025-08-31,C131,EMEA,Product B,2116.18,13
2025-01-18,C282,EMEA,Product C,1561.06,8
2025-04-10,C14,Americas,Product C,3346.43,14
2025-01-02,C41,APAC,Product A,811.1,15
2025-01-14,C231,EMEA,Product A,3481.8,6
2025-05-25,C163,EMEA,Product A,2295.71,5
2025-09-18,C287,APAC,Product A,1566.63,11
2025-01-10,C93,APAC,Product B,1989.0,10
2025-09-14,C313,EMEA,Product C,4768.63,11
2025-06-24,C120,EMEA,Product A,4018.06,12
2025-06-05,C370,Americas,Product B,1426.29,14
2025-05-10,C285,APAC,Product A,4714.73,1
2025-04-29,C325,APAC,Product A,4702.44,1
2025-06-28,C242,APAC,Product B,2288.21,11
2025-05-06,C39,Americas,Product B,4878.94,15
2025-06-27,C384,APAC,Product B,1128.43,13
2025-08-22,C264,Americas,Product B,1347.57,6
2025-01-05,C311,Americas,Product C,3616.82,11
2025-04-24,C232,APAC,Product B,4410.07,17
2025-03-17,C289,APAC,Product A,3602.87,1
2025-05-27,C69,Americas,Product B,2272.39,9
2025-03-31,C63,APAC,Product B,4997.36,9
2025-06-10,C77,EMEA,Product A,4020.73,9
2025-04-08,C19,EMEA,Product B,4665.54,6
2025-03-23,C331,Americas,Product C,2460.12,1
2025-03-30,C199,APAC,Product A,2149.08,15
2025-04-03,C291,EMEA,Product A,2955.59,12
2025-04-12,C330,APAC,Product C,1258.0,2
2025-09-22,C117,EMEA,Product B,4781.65,12
2025-05-13,C228,EMEA,Product A,1607.31,15
2025-02-12,C364,Americas,Product B,3860.94,11
2025-01-21,C117,APAC,Product C,4535.21,15
2025-07-22,C275,EMEA,Product A,2656.32,2
2025-02-21,C291,EMEA,Product A,4113.62,8
2025-05-24,C77,APAC,Product B,3722.68,4
2025-03-31,C108,APAC,Product C,1054.5,10
2025-02-08,C241,EMEA,Product C,1828.75,10
2025-02-05,C385,EMEA,Product B,4126.97,12
2025-06-22,C118,EMEA,Product C,511.63,9
2025-01-26,C121,APAC,Product B,1286.48,10
2025-03-13,C293,Americas,Product A,1565.92,4
2025-02-19,C146,Americas,Product C,3503.97,19
2025-06-13,C175,APAC,Product C,3139.74,17
2025-04-18,C150,Americas,Product C,2909.11,16
2025-05-23,C138,APAC,Product C,2960.14,9
2025-03-19,C258,EMEA,Product A,2735.45,3
2025-09-20,C125,EMEA,Product C,2492.23,7
2025-08-29,C218,APAC,Product B,581.1,6
2025-02-11,C232,Americas,Product A,857.39,5
2025-06-13,C196,APAC,Product A,1519.95,13
2025-02-18,C160,Americas,Product A,814.69,8
2025-08-18,C381,EMEA,Product C,2898.31,3
2025-05-10,C291,Americas,Product B,2133.25,2
2025-04-26,C333,APAC,Product B,4809.31,15
2025-07-27,C12,EMEA,Product B,2526.67,17
2025-05-16,C348,Americas,Product B,1555.89,19
2025-04-14,C149,APAC,Product A,4289.15,6
2025-08-19,C38,Americas,Product A,4217.3,2
2025-05-22,C66,APAC,Product C,1684.01,9
2025-09-15,C323,Americas,Product A,2793.76,4
2025-09-19,C316,Americas,Product C,3085.64,5
2025-09-01,C166,APAC,Product C,2287.3,18
2025-06-07,C67,Americas,Product B,3746.4,16
2025-01-07,C163,APAC,Product A,1951.38,2
2025-05-10,C256,APAC,Product B,4890.25,10
2025-01-25,C164,EMEA,Product A,4379.07,14
2025-04-20,C387,Americas,Product B,1286.77,3
2025-01-25,C25,EMEA,Product B,806.78,15
2025-03-09,C20,APAC,Product A,4714.02,18
2025-06-09,C151,APAC,Product B,3211.49,19
2025-01-05,C382,Americas,Product B,1452.9,11
2025-06-27,C83,APAC,Product C,4926.56,9
2025-04-09,C263,APAC,Product B,1694.24,16
2025-09-09,C101,EMEA,Product C,1530.03,7
2025-08-09,C63,EMEA,Product B,2417.38,5
2025-04-26,C155,EMEA,Product A,2094.06,14
2025-08-17,C386,EMEA,Product A,549.64,6
2025-03-20,C389,EMEA,Product C,1116.99,1
2025-01-13,C181,APAC,Product B,3331.84,18
2025-06-22,C188,APAC,Product A,993.81,11
2025-07-10,C196,EMEA,Product C,1171.57,2
2025-02-21,C233,APAC,Product B,2642.08,6
2025-02-11,C192,Americas,Product A,1099.15,17
2025-04-30,C48,APAC,Product A,4139.98,1
2025-01-10,C247,Americas,Product A,4213.09,2
2025-09-21,C343,Americas,Product A,3262.7,13
2025-03-10,C8,Americas,Product A,2494.73,13
2025-07-19,C152,APAC,Product C,3465.66,17
2025-05-13,C228,EMEA,Product B,2578.76,11
2025-07-30,C261,EMEA,Product C,1283.49,5
2025-01-08,C368,APAC,Product B,871.78,17
2025-08-11,C49,Americas,Product A,4891.96,4
2025-03-19,C190,APAC,Product A,2886.36,18
2025-09-23,C374,Americas,Product C,4909.87,13
2025-06-30,C271,Americas,Product B,1076.43,17
2025-07-02,C114,APAC,Product C,2975.41,12
2025-06-23,C32,APAC,Product A,1786.58,7
2025-09-25,C149,Americas,Product B,3362.32,8
2025-08-26,C150,Americas,Product C,1940.27,11
2025-01-22,C29,EMEA,Product A,1241.67,15
2025-02-19,C44,APAC,Product C,1178.04,13
2025-06-20,C191,Americas,Product A,2787.62,19
2025-01-23,C281,EMEA,Product C,3097.28,5
2025-04-21,C129,APAC,Product B,541.99,12
2025-09-18,C362,Americas,Product C,2306.72,2
2025-01-10,C66,Americas,Product B,3271.93,9
2025-04-22,C314,Americas,Product B,4316.22,12
2025-07-28,C377,APAC,Product A,4811.33,11
2025-08-31,C101,Americas,Product B,4444.93,4
2025-04-21,C227,EMEA,Product B,4487.88,5
2025-08-18,C38,EMEA,Product C,514.48,14
2025-09-17,C119,APAC,Product A,918.46,7
2025-01-04,C336,EMEA,Product C,791.84,4
2025-09-11,C159,EMEA,Product B,4122.45,19
2025-07-30,C314,APAC,Product A,3856.66,6
2025-04-27,C228,Americas,Product C,2480.9,17
2025-07-02,C251,APAC,Product C,1492.75,15
2025-04-28,C148,EMEA,Product A,3368.99,16
2025-02-16,C124,APAC,Product B,4960.07,11
2025-05-17,C61,Americas,Product A,1330.14,10
2025-02-19,C254,APAC,Product C,608.86,13
2025-07-17,C35,EMEA,Product A,4021.62,14
2025-03-10,C74,Americas,Product A,2664.08,5
2025-03-11,C129,EMEA,Product B,3775.73,4
2025-07-01,C152,APAC,Product A,3881.19,4
2025-08-01,C220,APAC,Product B,1061.91,7
2025-06-12,C336,APAC,Product B,1622.96,16
2025-07-01,C44,EMEA,Product A,3995.2,9
2025-08-16,C21,APAC,Product B,2747.38,4
2025-06-27,C399,EMEA,Product C,888.91,18
2025-06-09,C154,EMEA,Product C,4469.61,12
2025-05-22,C69,Americas,Product B,4907.98,3
2025-03-28,C345,APAC,Product A,2587.7,12
2025-06-10,C327,APAC,Product C,1629.35,1
2025-03-22,C43,Americas,Product A,4370.63,9
2025-03-27,C198,EMEA,Product B,867.76,2
2025-03-06,C112,EMEA,Product A,4755.64,2
2025-04-08,C86,Americas,Product C,3429.38,12
2025-02-28,C32,EMEA,Product C,4038.25,7
2025-01-20,C143,EMEA,Product B,3893.48,8
2025-08-01,C168,EMEA,Product B,1574.58,17
2025-03-07,C44,APAC,Product B,2046.48,1
2025-02-11,C279,EMEA,Product B,2173.7,18
2025-07-16,C297,Americas,Product B,923.16,4
2025-03-26,C238,APAC,Product A,2281.87,8
2025-07-29,C263,APAC,Product B,2441.81,16
2025-09-16,C220,Americas,Product C,4925.85,1
2025-01-08,C366,Americas,Product C,1909.23,19
2025-02-01,C16,APAC,Product C,2773.43,1
2025-03-04,C269,EMEA,Product A,3505.64,2
2025-09-17,C247,Americas,Product B,2423.7,5
2025-01-25,C154,APAC,Product A,4203.31,5
2025-08-15,C134,APAC,Product A,1834.2,19
2025-03-01,C364,APAC,Product C,4555.83,12
2025-08-01,C286,APAC,Product B,2536.27,16
2025-06-05,C163,Americas,Product B,3735.85,2
2025-02-10,C279,Americas,Product B,3869.72,16
2025-05-30,C347,Americas,Product C,4296.82,3
2025-07-31,C248,Americas,Product B,1962.97,15
2025-07-20,C343,EMEA,Product A,4266.69,3
2025-01-04,C191,Americas,Product C,1873.9,3
2025-04-27,C39,EMEA,Product B,4566.24,9
2025-09-09,C134,EMEA,Product B,3428.46,2
2025-02-15,C35,EMEA,Product A,2959.92,19
2025-01-30,C281,Americas,Product C,2401.47,8
2025-09-27,C83,Americas,Product C,1073.54,14
2025-07-20,C63,Americas,Product A,4832.65,9
2025-09-08,C398,EMEA,Product A,1766.85,6
2025-06-13,C161,APAC,Product B,707.56,14
2025-07-22,C222,APAC,Product A,1849.64,9
2025-07-15,C110,APAC,Product B,2103.07,9
2025-04-30,C62,APAC,Product C,2890.92,17
2025-06-07,C50,EMEA,Product C,4979.47,5
2025-06-21,C393,APAC,Product A,2863.58,4
2025-02-04,C343,Americas,Product A,613.14,15
2025-03-17,C26,EMEA,Product C,3208.66,8
2025-01-21,C132,EMEA,Product A,3661.85,7
2025-01-28,C194,APAC,Product A,4868.45,2
2025-09-14,C153,APAC,Product B,491.52,18
2025-03-02,C380,EMEA,Product B,4583.21,10
2025-04-03,C291,EMEA,Product C,1382.44,16
2025-08-25,C49,EMEA,Product A,2824.58,14
2025-07-09,C341,Americas,Product A,2024.87,17
2025-07-11,C233,EMEA,Product C,699.74,9
2025-02-06,C307,APAC,Product A,1012.27,7
2025-07-02,C147,Americas,Product A,3539.39,11
2025-05-07,C19,APAC,Product A,2254.43,12
2025-03-13,C240,Americas,Product A,1661.78,1
2025-03-31,C153,Americas,Product B,3746.27,14
2025-06-07,C340,APAC,Product C,682.51,18
2025-05-26,C82,APAC,Product B,4101.6,5
2025-05-27,C378,EMEA,Product A,819.53,19
2025-05-23,C105,Americas,Product B,3508.58,10
2025-09-23,C377,EMEA,Product C,4609.79,7
2025-01-28,C2,APAC,Product B,1042.51,6
2025-09-15,C235,APAC,Product B,1737.73,1
2025-08-01,C279,Americas,Product C,2044.25,6
2025-04-17,C73,EMEA,Product C,849.27,6
2025-05-02,C195,EMEA,Product B,2229.08,12
2025-02-10,C313,EMEA,Product C,3119.89,4
2025-06-16,C56,EMEA,Product A,3405.83,1
2025-07-12,C126,Americas,Product C,614.51,11
2025-03-05,C204,EMEA,Product B,4287.76,6
2025-01-31,C376,EMEA,Product A,4874.11,3
2025-03-16,C363,APAC,Product B,675.48,10
2025-02-20,C245,APAC,Product C,1161.78,10
2025-05-02,C35,APAC,Product B,2186.62,6
2025-07-15,C77,Americas,Product A,4928.06,15
2025-05-06,C278,EMEA,Product A,4868.34,4
2025-03-10,C365,APAC,Product A,2895.16,19
2025-02-11,C341,Americas,Product A,1375.81,14
2025-01-21,C385,Americas,Product C,2951.72,3
2025-04-21,C99,Americas,Product C,4020.75,18
2025-04-14,C341,APAC,Product B,2576.5,8
2025-01-05,C64,EMEA,Product B,1524.87,2
2025-09-24,C149,EMEA,Product C,4414.86,11
2025-01-05,C12,Americas,Product A,4446.91,6
2025-01-17,C236,Americas,Product B,4914.44,6
2025-07-02,C216,EMEA,Product B,2851.0,15
2025-07-22,C179,Americas,Product C,3097.76,14
2025-08-07,C239,EMEA,Product C,3209.53,4
2025-06-12,C337,APAC,Product A,767.62,17
2025-08-13,C323,Americas,Product C,1903.55,5
2025-01-13,C208,Americas,Product A,4668.72,18
2025-01-22,C394,EMEA,Product C,4424.22,10
2025-05-06,C35,EMEA,Product B,2000.33,15
2025-06-12,C327,Americas,Product B,4228.11,7
2025-03-08,C399,Americas,Product A,3348.08,5
2025-05-21,C201,Americas,Product A,4198.67,1
2025-06-13,C265,Americas,Product C,898.72,2
2025-09-17,C72,EMEA,Product B,1877.62,3
2025-07-07,C83,EMEA,Product B,527.4,6
2025-01-16,C234,EMEA,Product A,2752.81,16
2025-07-07,C111,APAC,Product B,1387.76,2
2025-08-03,C118,Americas,Product B,1697.76,7
2025-02-22,C269,Americas,Product A,3382.14,19
2025-02-22,C337,EMEA,Product A,1053.14,10
2025-01-10,C160,Americas,Product B,822.99,18
2025-01-14,C335,EMEA,Product B,4201.41,4
2025-07-24,C290,Americas,Product B,2306.51,18
2025-09-05,C49,EMEA,Product C,1721.96,15
2025-08-29,C214,EMEA,Product B,3717.67,6
2025-07-28,C390,APAC,Product B,1560.81,5
2025-06-06,C147,Americas,Product A,2121.05,9
2025-06-11,C141,APAC,Product B,4513.42,19
2025-06-26,C186,EMEA,Product C,901.8,1
2025-08-05,C213,Americas,Product B,1126.02,11
2025-01-13,C281,APAC,Product C,4778.48,9
2025-01-21,C298,EMEA,Product C,3398.67,17
2025-04-11,C41,EMEA,Product C,2751.81,3
2025-05-26,C380,EMEA,Product C,2164.16,7
2025-01-13,C386,EMEA,Product A,2371.09,16
2025-05-17,C100,EMEA,Product C,3787.23,13
2025-06-22,C263,APAC,Product A,1114.7,4
2025-01-03,C310,APAC,Product A,3569.87,1
2025-01-21,C49,APAC,Product C,3500.9,10
2025-02-22,C13,APAC,Product A,3596.2,5
2025-04-12,C398,APAC,Product B,3692.22,10
2025-06-12,C268,EMEA,Product C,1986.09,11
2025-08-16,C340,APAC,Product B,2129.36,16
2025-06-24,C181,APAC,Product B,4357.08,10
2025-07-06,C134,EMEA,Product A,1040.93,7
2025-08-12,C7,APAC,Product A,3825.62,12
2025-01-16,C135,EMEA,Product A,3409.06,4
2025-04-21,C217,EMEA,Product C,4233.93,8
2025-02-14,C157,EMEA,Product C,3695.61,2
2025-08-14,C218,EMEA,Product C,768.72,4
2025-03-31,C96,Americas,Product C,4033.35,18
2025-05-23,C59,EMEA,Product B,2145.56,12
2025-07-18,C301,APAC,Product B,2587.42,19
2025-09-24,C321,Americas,Product C,1237.46,17
2025-06-24,C47,Americas,Product B,2614.95,9
2025-06-23,C84,APAC,Product A,4687.73,9
2025-09-05,C226,APAC,Product B,1115.18,15
2025-08-12,C390,EMEA,Product A,4830.4,6
2025-03-03,C302,Americas,Product B,2960.87,13
2025-08-11,C8,APAC,Product B,2632.7,12
2025-08-23,C333,EMEA,Product A,4915.37,18
2025-01-11,C68,EMEA,Product B,990.02,3
2025-09-09,C332,Americas,Product C,4915.15,11
2025-03-30,C374,Americas,Product C,828.87,18
2025-06-03,C125,APAC,Product C,3794.55,2
2025-09-30,C247,Americas,Product A,4788.04,8
2025-05-21,C94,Americas,Product B,3732.49,1
2025-02-08,C86,Americas,Product B,3972.32,12
2025-05-17,C156,Americas,Product A,2196.43,10
2025-09-12,C322,EMEA,Product B,1947.51,8
2025-04-01,C364,APAC,Product C,631.26,13
